WEBSITE,USERNAME,LOCATION,ADDRESS,BIG_3_LOCATION,SCORE,DATE,USER_URL,USER_LOCATION,USER_REVIEW_COUNT,USER_FRIEND_COUNT,USER_USEFUL_COUNT,USER_FUNNY_COUNT,USER_COOL_COUNT,USER_COMPLIMENT_COUNT,JOINED,CONTET
"YELP","Lisa J.","golden-port-dim-sum-rochester","105 East Ave, Rochester, NY 14604","East End","2.0","2016-01-19","http://www.yelp.com/user_details?userid=QAl5PhGsz9_BAEZ6Zw9g8Q","Rochester, NY","20","11","62","18","14","9","January 2011","My husband refers to Golden Port as &#34;the place where the waiters throw the food at you.&#34; Convenient to Eastman and downtown, and quick if you&#39;ve only got an hour to eat.  But you have to fill out your own menu (place has pretensions to being a dim-sum restaurant) even though there are no descriptions of the food there. The service makes you feel like you&#39;re being booked into Ellis Island.  Frantic servers scuttle in and out of the kitchen, shouting orders, shoving your dishes onto the table, and the general atmosphere is noisy and chaotic.  The food is Rochester American Chinese indifferent - scallion pancakes, General&#39;s chicken, sweet and sour everything, the drill.  Do not order Thai food.  As for the dim sum, two standards, egg roll and pot stickers, are both mediocre. I only go here when I&#39;m starving and need to be downtown, and I always leave wondering what I was thinking."
"YELP","PJ C.","golden-port-dim-sum-rochester","105 East Ave, Rochester, NY 14604","East End","3.0","2015-06-11","http://www.yelp.com/user_details?userid=K1rq2vtUmwxs8GWZPF8XeA","Rochester, NY","330","11","232","1855","104","29","December 2011","When in need for a quick Asian meal before a concert at the Eastman this is usually where we will stop.  The menu has well over 150 items on it though nowhere do they describe what is in any of the dishes which can make it a struggle determining the differences between some items if you are not in the know. The General Tso&#39;s Chicken is always flavorful if you like your food deep fried and I do.  Other dishes can vary.  The Thai preparation of Ginger Chicken was fairly bland, the fresh spring rolls were good and relatively fresh, and I hear from those who like Dim Sum that it is pretty good (too bland for my taste buds) The service is all business and can feel rushed, no chit-chat...  And the prices are some of the most reasonable in town."
"YELP","Danielle H.","golden-port-dim-sum-rochester","105 East Ave, Rochester, NY 14604","East End","1.0","2016-01-28","http://www.yelp.com/user_details?userid=V6BbqwzMsTW_l5ux__mQJg","Rochester, NY","28","30","28","14","17","2","May 2011","It&#39;s been a few months since I went here for the first (and last) time over the summer. I&#39;ve always been a bit skeeved out by it. Why? I don&#39;t know perhaps it was the dingy looking awning and dust-coated windows looking in from the outside. But I&#39;ve heard a number of people I (used to) trust say really great things about their main menu and the &#34;House of Sushi&#34; side of things. Let&#39;s just say I ordered the most basic of sushi rolls, took one bite and counted down the minutes until I could leave. No no no no no."
"YELP","Paul C.","golden-port-dim-sum-rochester","105 East Ave, Rochester, NY 14604","East End","4.0","2015-05-01","http://www.yelp.com/user_details?userid=13qoiuYVB0wpTm5B2KRrrA","Rochester, NY","85","380","304","348","195","88","December 2013","Golden Port Dim Sum Restaurant is the Winner in Rochester City Paper for best Dim Sum restaurant in multiple years.  Does it live up to that expectation?, No.  I can see it being number 1 for the value,quality, and quantity.  For what you get, and what you pay for is a well balanced meal.  I live right next to this restaurant, and I see it packed almost every-night.  The main reason guests&#39; say why they would come back is, &#34;The food is great, location is awesome, and the value is suburb.&#34;  The interior reminds you of being inside a golden gong, everything looks GOLD.  The service portion is that of a traditional Asian restaurant, &#34;point and go.&#34;  What makes Golden Port unique is when you get the menu, you circle the choices you want to tell the server.  This circle your choice menu is a great communication guide for the servers, since most do not speak English.  This is what makes your service go by fast.  Speaking of FAST, the service here is way too fast.  They need to slow there Kung Fu role down because my appetizers, and entrees&#39; all collided with each other.  They need to have a backwards arrow on the circle choice menu for &#34;slow down&#34;.  The taste, and the portions of the food all had good flavor but were far from perfect. BAR DRINKS:  I always get their traditional Warm Ozeki Sake, which always does the trick to getting any Asian meal started.  You can taste the fresh rice grains in good sake like Golden Port&#39;s.  The Infused Cold Sake w/ Asian Pear is a ripe cold sake to drink when it is on special. SUSHI:  You do not get many rolls for your buck. I ordered the Eel Roll, which look like little miniature pieces of eel on my plate.  The sushi pieces are so small I could barley fit the roll on my chopstick.  It was hard to judge the cutting skills, because there was not a whole lot of roll to cut. DIM SUMS:  Contrary to what people say, there Dim Sums are my least favorite food items&#39; here.  The Shu-mai (port dumpling) were a little doughy, which took away from the flavor of the pork inside.  The Spring Rolls lacked vegetables inside to make it more of a spring roll instead of looking like a fish-stick.  The Gyoza tasted great for the fact that every dumpling was seared nicely on top.  The beef inside was filled nicely to the ratio of dough. CHINESE ENTREE&#39;S:  The Szechwan Chicken was sizzling with the garlic, chili peppers, and ginger. The use of the Sichuan Pepper on top of the chicken was perfectly executed.  Sichuan in Chinese means a tingly numbing sensation in the mouth, and thats exactly what this meal did to me.  Portions for this meal are HUGE, like the Great Wall of China. THAI ENTREE&#39;S: I like the create your own Thai Dish. I go for the Beef Thai Noodle with the Orange Roughy Thai Sauce.  The Beef was seared nicely, never chewy in texture.  I was hesitant about the noddles, but they tasted buttery with a hint of ginger.  The Orange Roughy sauce completes this dish because it was thick in texture absorbing all the ingredients on the plate.  Combined with coconut flavor and a dash of orange zest, being Roughy is the way to go.  The  Masamaum is another great yellow curry sauce with coconut, veggies and peanuts.  The Panang sauce will also take you to the dark side.  It includes red curry, creamy coconut and basil.  I hope we get by now the sauces make the meal here, outstanding.   Again you get so much food, you have another box to walk home with. Overall:  Ozeki Saki, Mini-Sushi Rolls, Average Tasting Dim Sums, Flavorful Chinese and Thai Entrees. Amazing Thai Sauces, The Circle Menu,  High Quantity of Food, and the Golden Gong.....I will be back."
"YELP","Chelsea M.","golden-port-dim-sum-rochester","105 East Ave, Rochester, NY 14604","East End","2.0","2015-07-13","http://www.yelp.com/user_details?userid=0wDdD4O2iD7vYfGbsiNWkw","Brooklyn, NY","72","57","53","60","12","4","June 2014","I have had 2 Thai food dishes here and they have been mediocre I am a huge Thai food fan! And have eaten it in Canada and NYC! So coming to Rochester I was on the hunt for good Thai food. I was happy because this place was local and affordable but it wasn&#39;t that great or flavorful. I have had chicken pad Thai noodles and chicken pannang dish. It&#39;s just ok..."
"YELP","Matthew O.","golden-port-dim-sum-rochester","105 East Ave, Rochester, NY 14604","East End","2.0","2015-02-24","http://www.yelp.com/user_details?userid=kHvYjzDcneSEMh71IcNNQg","Lyons, NY","18","63","45","25","6","2","March 2010","Showed up at 10:15, was told they close at 10.  Window and all online hours said 11. Woman showed me their menu, she&#39;d drawn a zero over the one.   Person agreed to make something to go - add a star.  I ordered a spring roll, got a raw, cold summer roll. Disappointed."
"YELP","Dirk W.","golden-port-dim-sum-rochester","105 East Ave, Rochester, NY 14604","East End","4.0","2013-09-20","http://www.yelp.com/user_details?userid=IEMp1JWizoSsixDmxokZYA","Rochester, NY","61","17","194","215","116","111","August 2012","Okay they&#39;re only getting four stars because they scorched my doggone curry beef turnovers...lol.  These things are addictive, I usually take them home wrap them in red leaf lettuce leaves and devour them! OMG!!  If anyone finds a place that makes curry beef patties without the pastry.... I will be eternally grateful.  I have been trying to deconstruct this recipe since the first day that I had it.  Trust me.. with the pastry it&#39;s absolutely sinful, I am just looking for healthier ways to indulge.   They have changed their hours and most days I go in get an order and I&#39;m the only one there.... hey not complaining just saying would hate for this place to go under because everyone is at the &#34;trendy&#34; spot.  The staff here are always nice and my food is always piping hot and fresh..... a lil too hot this time chef you scorched my pastry.... lol.  Probably just the diet fairy telling me to ditch the bread huh? Scorched it was still outstanding, the lettuce leaves are just what it needs.  I have taken to calling these apps my Chinese Sliders.... lol. Enjoy."
"YELP","Trevor G.","golden-port-dim-sum-rochester","105 East Ave, Rochester, NY 14604","East End","2.0","2014-09-07","http://www.yelp.com/user_details?userid=pfVaZw9RAYc3IYkKWEP8SA","Rochester, NY","229","47","355","176","87","43","July 2009","Meh. Golden Port Dim Sum&#39;s menu spans not only every typical American Chinese restaurant, but also several other Asian countries. This is usually a bad sign. After being a bit dubious of the menu choices, and coming here mostly to socialize after a movie, I opted for the bowl of hot/sour soup and egg roll. Both options are typical of what you&#39;d expect at every other Chinese restaurant. My choice did the job of giving me something to eat, but was nothing memorable. Given that there are many dim sum items on the menu, this is, I gather, the best way to order at Golden Port. You can order a traditional entree--but I didn&#39;t see anything on the table that I was interested in eating. Soup and egg roll are good choices when you don&#39;t feel like eating but are being polite. Service was prompt and totally un-phased by our very large group. This is largely the reason that I round up to two stars. They seem to have a very active business--which I suspect is, in large part, due to the movie theatre down the street. Either that or the expectations for Chinese is very low in Rochester. Possibly both reasons. :) In all, I would never go out of my way to go to Golden Port again. I might join others who want to eat here--but I&#39;d order only soup, tea, etc."
"YELP","Honest T.","golden-port-dim-sum-rochester","105 East Ave, Rochester, NY 14604","East End","2.0","2015-06-09","http://www.yelp.com/user_details?userid=mZ_ogpKMskRGm9UDSoUFLw","Rochester, NY","14","1","9","1","3","0","Unknown","I&#39;m not sure what&#39;s going on with Golden Port Dim Sum lately. Within the last month, 2 of my orders have been mixed up, I&#39;ve been served sushi with old rice and I pulled two pieces of white cartilage out of my mouth, after biting into a spicy tuna roll last night.  I keep going back because I know restaurants have their bad days but I&#39;m just not sure if I ever will again. Disappointing."
"YELP","Naz B.","golden-port-dim-sum-rochester","105 East Ave, Rochester, NY 14604","East End","3.0","2013-05-01","http://www.yelp.com/user_details?userid=bMI2T02s60_SybKiNH-DDw","Rochester, NY","288","113","1131","516","477","679","April 2011","I live minutes away from Golden Port but don&#39;t typically go there often. However, with Baked and Carved unexpectedly closed the night we were there, we decided to head to Golden Port right next door. The restaurant was a little dim and full of (Eastman School?) students. The menu featured Chinese, Thai, Vietnamese, Japanese (from the connecting House of Sushi) and build-your-own-stir fry-or-soup options.  We had 2 people attending to our table - a very cheery server who didn&#39;t speak English very well and a more reserved but still friendly manager who answered all our questions. I asked our server if I could add lo mein to the Beef Ginger soup (Slices of beef simmered in a beef broth with Chinese greens (yu choy) and sliced ginger). She checked with the manager who said it wasn&#39;t a problem (it cost $1 extra..totally worth it). My friend got the seafood pho. The server also convinced us to try the curry beef turnovers. The food came out blazing fast. Oddly, the soups came out 15m before the turnovers. The seafood pho was okay. It wasn&#39;t bad but my friend said he would rather go to SEA for his pho fix. My beef ginger soup was a lot better than I expected but the beef had an odd aftertaste (maybe it was boiled for too long). I fixed it by dipping every bite in Sriracha ( a fix I apply to many weird tasting things.. ). The lo mein noodles were abundant and delicious. The curry beef turnovers...well, they were so good, they deserve their own paragraph. They were palm sized circular pastries stuffed to the brim with well seasoned ground beef. With the right level of curry and a slight note of sweetness (and a tonne of onions), this was easily the star of the night. If all I had were the beef turnovers, I would give Golden Port 5 stars. It cost $3.95 for 2 pieces which is a little pricey but I would pay it again. Golden Port and I will be crossing paths more often but I think it will be mostly for the curry beef turnovers. Next time, I think I will try the &#39;build-your-own&#39; stir fried noodles."
"YELP","Justin H.","golden-port-dim-sum-rochester","105 East Ave, Rochester, NY 14604","East End","3.0","2013-12-04","http://www.yelp.com/user_details?userid=7NNl5e1Ghn2fc27BZwtLdQ","Manhattan, NY","108","133","280","111","107","91","April 2013","Golden Port is a great place to try out if you&#39;re in the mood for Asian cuisine that will fill your belly and not put a whole in your wallet. The restaurant offers dim sum, sushi (House of Sushi connected), Japanese, Vietnamese, Chinese, and Thai dishes. The service has always been friendly. They have you circle what you want on the menu to prevent any miscommunication. I really enjoyed the Thai dish I ordered last night, which was chicken and vegetables with a sweet peanut sauce. They used the perfect amount of sauce and I applaud them for that since many places tend to drown their dishes in it! I also had the chance to try the moo-shu pork which was decent. The portions are huge and I always leave here with enough leftovers for another meal. If I could, I would give Golden Port 3.5 stars. It&#39;s definitely no Han Dynasty or Mission Chinese (NYC), but it&#39;s still A-OK in my book."
"YELP","Liz S.","golden-port-dim-sum-rochester","105 East Ave, Rochester, NY 14604","East End","4.0","2014-11-25","http://www.yelp.com/user_details?userid=t60QFeTXDgdMaMCIOxeH1Q","Rochester, NY","25","35","17","5","4","2","September 2014","Today I went to Golden Port with a crazy large group and we managed to get food in only an hour! Everything was good, but not great. On the other hand, the servers were great at getting new plates on the table and removing empty ones quickly!"
"YELP","Mari V.","golden-port-dim-sum-rochester","105 East Ave, Rochester, NY 14604","East End","2.0","2014-07-15","http://www.yelp.com/user_details?userid=hnd7Db0ibeIzo-nYHG0IEQ","Fort Worth, TX","47","96","55","14","23","4","July 2012","I have come to the understanding that there are other better options in the City. A couple of days ago, I had a chicken dish (not fried) that was simply undercooked. I can&#39;t believe I had to pay for it! I know it has been good in the past, but I don&#39;t think I will be coming here again."
"YELP","Carrie W.","golden-port-dim-sum-rochester","105 East Ave, Rochester, NY 14604","East End","2.0","2013-08-31","http://www.yelp.com/user_details?userid=O8SlOAV5JLqBVB5RlRtjEg","Fairfield, CT","10","12","7","3","2","0","Unknown","General Rochester finding/disclaimer: The Asian food I have had out here is quite sub-par, so while I was not impressed, this place is supposed to have some of the best in the area. Anyways, I just got takeout for lunch here and it was pretty meh. I ordered 2 items off the dim sum menu (veggie buns and pickled napa cabbage) and the hot and sour soup, which ran me about 9.50, which was fair. The veggie buns: The best part of what I ordered, definitely could have used some sauce because they were a bit dense by themselves. The hot and sour soup: Really meh. It was globby and like jelly, it was really strange. They did have some nice veggies (mushrooms, carrots, fresh scallions) so that was welcome, but still, not worth it. The pickled napa cabbage: Odd. Just odd. The flavor on it took a bit of time to get used to, but after the first few bites, it was alright. The consistency was  bit strange. I don&#39;t know if I would order it again. Overall, it was ok. The place is kinda dark inside and ordering over the phone was a hassle since the employee didn&#39;t speak very good English. I just don&#39;t think it will be worth the return visit."
"YELP","John B.","golden-port-dim-sum-rochester","105 East Ave, Rochester, NY 14604","East End","4.0","2013-06-03","http://www.yelp.com/user_details?userid=H_ANqdW34opIDdRtC9n98w","Rochester, NY","177","40","360","266","164","154","May 2011","Only for the spring rolls.  They were 2/$2 during best busker night.  Moist chewy rice wrapper surrounding fresh basil, rice, veggies, served with a dark peanut dipping sauce with a swirl of sriracha on top, boom, delicious! A few shrimp would have put it over the top."
"YELP","Hope C.","golden-port-dim-sum-rochester","105 East Ave, Rochester, NY 14604","East End","2.0","2013-01-05","http://www.yelp.com/user_details?userid=pEMWzZ8qWY1T_K0HUoKDIA","Rochester, NY","763","93","2013","744","833","559","December 2010","Golden Port and House of Sushi have a monopoly on pan-Asian food for the Eastman students and faculty, I imagine. The food is, for the most part, average. As is the ambiance: a little nicer than a take-out joint, but not nice enough to sit down at before the RPO. The dim sum selection is impressive (made-to-order), although most of it is too greasy and lacks the weightlessness of real Dim Sum which needs to be airy, light and mildly flavored. The dumplings are pan fried to a crisp but the skin has a decidedly chewy texture, revealing its undercooked (cooked for too little time at a too-high temperature) nature. They&#39;d fare better by narrowing down the menu and choosing one theme and doing it well."
"YELP","James M.","golden-port-dim-sum-rochester","105 East Ave, Rochester, NY 14604","East End","3.0","2010-10-25","http://www.yelp.com/user_details?userid=GfV0aY2Fx684E2o6iTbs8g","Houston, TX","134","70","425","220","163","94","May 2010","Golden Port falls into the common pitfall of trying to be some type of Pan Asian restaurant offering dishes from China, Japan and Thailand, which seldom works out.  Why do I feel like I have written this review before?  Probably because I have for a number of other Asian restaurants in Rochester which can&#39;t seem to pick a single region or concept and stick with it.   The food is served a la carte rather than from the cart like in a traditional dim sum house.  The shumai, haw go and egg rolls are all tasty but a bit greasy.  I like the pork bun, the fried pork dumplings and the scallion pancake"
"YELP","Lindsey M.","golden-port-dim-sum-rochester","105 East Ave, Rochester, NY 14604","East End","3.0","2012-09-26","http://www.yelp.com/user_details?userid=kIoua2QTfNHeA4akCi9BBA","Denver, CO","64","84","77","31","20","9","April 2008","Great for groups, I used to love coming here and sampling the sticky buns and other tasty asian delights. If you&#39;ve never been to a dim sum place this is a solid place to try, though like many asian restaurants I remember it suffering a bit from agressive plate clearing which for some is incredibly anxiety inducing."
"YELP","Harry C.","golden-port-dim-sum-rochester","105 East Ave, Rochester, NY 14604","East End","1.0","2012-09-09","http://www.yelp.com/user_details?userid=-qjXG3uQRPLXDdGhk2JW4w","Manhattan, NY","58","1","57","81","9","2","July 2011","Obviously you people have never been to Hong Kong and had real dimsum. The dimsum at Golden Port is horrible compared to the ones i&#39;ve had in Hong Kong. Extremely depressing when you are craving dimsum and you go into a restaurant with the words &#34;dimsum&#34; written on the windows and the food tastes the way it does. The service is horrible. I was told by the waitress that i could special order any dimsum that i wanted even if it was not on the menu--but she could not understand what i wanted, and she refused to find someone that speaks my language to come translate. The sushi was okay. More fish and less rice, but I cannot complain about that I suppose. Food took a while to come out. The most annoying part was when the waitress brought out my food and some of it slipped and touched the table and she used her hands to move it back on the plate and tried to serve it to me, then gave me an attitude when I told her to take it back and have them re make it because it was contaminated by her filthy hands and the table. They also don&#39;t know how to refill water, apparently, because both mine and my boyfriends water cups were empty the entire night, even though the people came by and dropped off dishes and took dishes from our table. So.......come here if you want shitty dimsum. If you want good dimsum, go to hong kong. can&#39;t afford it? well...that just sucks now doesnt it?"
"YELP","Alex C.","golden-port-dim-sum-rochester","105 East Ave, Rochester, NY 14604","East End","2.0","2010-03-27","http://www.yelp.com/user_details?userid=lnJsi8nE1fojPdpwd04wog","Rochester, NY","180","21","593","395","118","50","November 2009","Wel, first of all, the term &#34;Dim Sum&#34; means that they bring dishes around to tables on a cart, for you to choose from. Ordering from a list is NOT &#34;Dim Sum&#34;. While the orders are about the same size, having things cooked to order completely ruins the entire idea of Dim Sum. On to of all that, the food here is really fairly bland and uninspired. They also offer an even more uninspired choice of sushi-like dishes, (which are even slightly more disappointing for those who actually know what real Asian foods are supposed to be), and the service in this place is curt and erratic. Add to that the lack of parking, and all in all, you can do better at any of a number of Chinese/Shushi/Asian  places in town.  The only saving grace this place has is it&#39;s location, so if you are truly stuck in the inner loop and can&#39;t get anywhere else, this place is probably the best you&#39;re going to find. For anybody with a car, however, you can do better, and for less money, as well."
"YELP","Andy S.","golden-port-dim-sum-rochester","105 East Ave, Rochester, NY 14604","East End","3.0","2010-06-27","http://www.yelp.com/user_details?userid=Kekm3_q-hYDmIrXdiEb7GA","Pittsford, NY","78","18","181","149","62","65","April 2010","This place has both Chinese/Asian as well as a sushi bar.  I tend to get the sushi but the other stuff is good too (I think there may be Thai as well as Dim Sum and more). For take out, ask for extra soy sauce.  I got 2 rolls and they gave me one tiny packet.  The ginger also looks dried out but it&#39;s usually fine.  I don&#39;t think the wasabi is made daily either.  The quality of the fish is decent.  I&#39;m not a hardcore sushi person.  I tend to stick with salmon, tuna rolls and pieces.  Comparing their sushi to other places in Rochester, I&#39;d give it an 8 out of 10.  Comparing to sushi in other areas like NYC/NJ, it&#39;s a 6 out of 10.  It&#39;s decent and I&#39;ll never say no to eating here but it&#39;s not the best sushi you&#39;ll ever have.  Still, I eat here pretty regularly."
"YELP","Manuel C.","golden-port-dim-sum-rochester","105 East Ave, Rochester, NY 14604","East End","5.0","2010-04-14","http://www.yelp.com/user_details?userid=SrATHMReauPlWh2mu5QfRg","Chicago, IL","24","0","19","1","5","0","Unknown","my fave casual pan-Asian dining place in Roch.  Great array of Japanese, Chinese, Korean and Asian-American. Portions are generous, food is tasty, and service is attentive and fast.  Pricing is pretty good. One downside - they DO NOT deliver !!"
"YELP","Emily M.","golden-port-dim-sum-rochester","105 East Ave, Rochester, NY 14604","East End","5.0","2009-02-21","http://www.yelp.com/user_details?userid=UFZ4jy-JT-u92aIUe-yvaw","Rochester, NY","38","4","76","23","28","2","January 2009","Granted I&#39;ve only had dim sum at one other restaurant, I think this place is great. I went for lunch on a weekend and twice during the week and have been promptly seated all times. This is a great vegetarian option - they have veggie dumplings to die for as well as amazing spring rolls. And the price cannot be beat. This is a great location if you&#39;re want non-greasy Chinese and is also good for lunch meetings. The itty-bitty bathroom was a little dirty for my taste but the rest of the place is always well maintained. I have never gone to the House of Sushi but have not heard the greatest things about it."
